caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1946-093,1946-093-01,1946-093-01-01,1946-093-01-01-01,4/28/1947,opinion of the court (orally argued),331 U.S. 125,67 S. Ct. 1136,91 L. Ed. 1386,1947 U.S. LEXIS 2997,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,680,"CHAMPION SPARK PLUG CO. v. SANDERS ET AL., DOING BUSINESS AS PERFECT RECONDITION SPARK PLUG CO.",4/2/1947,,manufacturer,,seller or vendor,,cert,,,no mention that a 3-judge ct heard case,New York Eastern U.S. District Court,37,"U.S. Court of Appeals, Second Circuit",,no mention that dissent occurred,putative conflict,modify,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,patents and copyrights: trademark,Economic Activity,liberal,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,15 U.S.C. € 99,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1946-094,1946-094-01,1946-094-01-01,1946-094-01-01-01,4/28/1947,opinion of the court (orally argued),331 U.S. 132,67 S. Ct. 1168,91 L. Ed. 1391,1947 U.S. LEXIS 2899,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,467,AYRSHIRE COLLIERIES CORP. ET AL. v. UNITED STATES ET AL.,4/7/1947,,"shipper, including importer and exporter",,United States,,appeal,Interstate Commerce Commission,,3-judge district ct heard case,Indiana Southern U.S. District Court,18,Indiana Southern U.S. District Court,Indiana,no mention that dissent occurred,case did not arise on cert or cert not granted,,liberal,no declaration of unconstitutionality,vacated and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,judicial administration: jurisdiction or authority of federal district courts or territorial courts,Judicial Power,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,28 U.S.C. € 380,"FMurphy 	Murphy, Francis ( 02/05/1940 - 07/19/1949 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,1
1946-095,1946-095-01,1946-095-01-01,1946-095-01-01-01,5/5/1947,opinion of the court (orally argued),331 U.S. 145,67 S. Ct. 1098,91 L. Ed. 1399,1947 U.S. LEXIS 2936,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,34,HARRIS v. UNITED STATES,12/12/1946,,"person accused, indicted, or suspected of crime",,United States,,cert,,,no mention that a 3-judge ct heard case,Oklahoma Western U.S. District Court,42,"U.S. Court of Appeals, Tenth Circuit",,no mention that dissent occurred,to resolve important or significant question,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,search and seizure (other than as pertains to vehicles or Crime Control Act),Criminal Procedure,conservative,dissent in opposite direction,judicial review (national level),,Constitutional Amendment,Fourth Amendment,,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,4
1946-096,1946-096-01,1946-096-01-01,1946-096-01-01-01,5/5/1947,opinion of the court (orally argued),331 U.S. 199,67 S. Ct. 1178,91 L. Ed. 1432,1947 U.S. LEXIS 2937,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,497,149 MADISON AVENUE CORP. ET AL. v. ASSELTA ET AL.,2/11/1947,,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",,"employee, or job applicant, including beneficiaries of",,cert,,,no mention that a 3-judge ct heard case,New York Southern U.S. District Court,37,"U.S. Court of Appeals, Second Circuit",,no mention that dissent occurred,to resolve important or significant question,affirmed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,Fair Labor Standards Act,Unions,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Fair Labor Standards,,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1946-097,1946-097-01,1946-097-01-01,1946-097-01-01-01,5/5/1947,opinion of the court (orally argued),331 U.S. 210,67 S. Ct. 1175,91 L. Ed. 1441,1947 U.S. LEXIS 2994,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,674,COMMISSIONER OF INTERNAL REVENUE v. MUNTER,4/10/1947,,"Internal Revenue Service, Collector, Commissioner, or District Director of",,"taxpayer or executor of taxpayer's estate, federal only",,cert,"Internal Revenue Service, Collector, Commissioner, or District Director of",,no mention that a 3-judge ct heard case,U.S. Tax Court,,"U.S. Court of Appeals, Third Circuit",,no mention that dissent occurred,putative conflict,reversed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"federal taxation, typically under provisions of the Internal Revenue Code",Federal Taxation,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Internal Revenue Code and pre-IRC revenue acts,,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1946-098,1946-098-01,1946-098-01-01,1946-098-01-01-01,5/5/1947,opinion of the court (orally argued),331 U.S. 218,67 S. Ct. 1146,91 L. Ed. 1447,1947 U.S. LEXIS 2938,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,470,RICE ET AL. v. SANTA FE ELEVATOR CORP. ET AL.,2/13/1947,,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",,"holder of a license or permit, or applicant therefor",,cert,State Agency,Illinois,no mention that a 3-judge ct heard case,Illinois Northern U.S. District Court,17,"U.S. Court of Appeals, Seventh Circuit",,no mention that dissent occurred,to resolve important or significant question,reversed,liberal,no declaration of unconstitutionality,affirmed and reversed (or vacated) in part and remanded,no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,Federalism,liberal,dissent in opposite direction,judicial review (state level),,Infrequently litigated statutes,Infrequently litigated statutes,7 U.S.C. € 241,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,2
1946-099,1946-099-01,1946-099-01-01,1946-099-01-01-01,5/5/1947,opinion of the court (orally argued),331 U.S. 247,67 S. Ct. 1160,91 L. Ed. 1468,1947 U.S. LEXIS 2319,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,471,RICE ET AL. v. BOARD OF TRADE OF THE CITY OF CHICAGO,2/14/1947,,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",,"broker, stock exchange, investment or securities firm",,cert,State Agency,Illinois,no mention that a 3-judge ct heard case,Illinois Northern U.S. District Court,17,"U.S. Court of Appeals, Seventh Circuit",,no mention that dissent occurred,no reason given,reversed,liberal,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,Federalism,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,7 U.S.C. € 1,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1946-100,1946-100-01,1946-100-01-01,1946-100-01-01-01,5/12/1947,opinion of the court (orally argued),331 U.S. 256,67 S. Ct. 1287,91 L. Ed. 1474,1947 U.S. LEXIS 2867,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,429,UNITED STATES v. FULLARD-LEO ET AL.,2/12/1947,,United States,,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",,cert,,,no mention that a 3-judge ct heard case,Hawaii U.S. District Court,15,"U.S. Court of Appeals, Ninth Circuit",,dissent in ct whose dec the sct reviewed,no reason given,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,federal-state ownership dispute (cf. Submerged Lands Act),Federalism,conservative,dissent in opposite direction,statutory construction,,Other,Territory Statute,,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )",first vote on issue/legal provision,5,4
1946-101,1946-101-01,1946-101-01-01,1946-101-01-01-01,5/12/1947,opinion of the court (orally argued),331 U.S. 284,67 S. Ct. 1207,91 L. Ed. 1492,1947 U.S. LEXIS 2898,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,343,NEW YORK ET AL. v. UNITED STATES ET AL.,3/3/1947,,State,New York,United States,,appeal,Interstate Commerce Commission,,3-judge district ct heard case,New York Northern U.S. District Court,37,New York Northern U.S. District Court,New York,no mention that dissent occurred,case did not arise on cert or cert not granted,affirmed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,federal or state regulation of transportation regulation: railroad,Economic Activity,liberal,dissent in opposite direction,"interpretation of administrative regulation or rule, or executive order",statutory construction,Federal Statute,"Interstate Commerce, as amended",,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,2
1946-102,1946-102-01,1946-102-01-01,1946-102-01-01-01,5/19/1947,opinion of the court (orally argued),331 U.S. 367,67 S. Ct. 1249,91 L. Ed. 1546,1947 U.S. LEXIS 2266,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,241,"CRAIG ET AL. v. HARNEY, SHERIFF",1/9/1947,,"publisher, publishing company",,State,Texas,cert,,,no mention that a 3-judge ct heard case,State Trial Court,51,State Supreme Court,Texas,dissent in ct whose dec the sct reviewed,to resolve important or significant question,petition denied or appeal dismissed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"First Amendment, miscellaneous (cf. comity: First Amendment)",First Amendment,liberal,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,"First Amendment (speech, press, and assembly)",,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,6,3
1946-103,1946-103-01,1946-103-01-01,1946-103-01-01-01,5/19/1947,opinion of the court (orally argued),331 U.S. 398,67 S. Ct. 1265,91 L. Ed. 1563,1947 U.S. LEXIS 2850,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,419,NATIONAL LABOR RELATIONS BOARD v. E. C. ATKINS & CO.,3/7/1947,,"National Labor Relations Board, or regional office or officer",,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",,cert,"National Labor Relations Board, or regional office or officer",,no mention that a 3-judge ct heard case,"U.S. Court of Appeals, Seventh Circuit",,"U.S. Court of Appeals, Seventh Circuit",,no mention that dissent occurred,federal court conflict and to resolve important or significant question,petition denied or appeal dismissed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,labor-management disputes: right to organize,Unions,liberal,dissent in opposite direction,statutory construction,"interpretation of administrative regulation or rule, or executive order",Federal Statute,"National Labor Relations, as amended",,"FMurphy 	Murphy, Francis ( 02/05/1940 - 07/19/1949 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,6,3
1946-104,1946-104-01,1946-104-01-01,1946-104-01-01-01,5/19/1947,opinion of the court (orally argued),331 U.S. 416,67 S. Ct. 1274,91 L. Ed. 1575,1947 U.S. LEXIS 2933,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,418,NATIONAL LABOR RELATIONS BOARD v. JONES & LAUGHLIN STEEL CORP.,3/7/1947,,"National Labor Relations Board, or regional office or officer",,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",,cert,"National Labor Relations Board, or regional office or officer",,no mention that a 3-judge ct heard case,"U.S. Court of Appeals, Sixth Circuit",,"U.S. Court of Appeals, Sixth Circuit",,no mention that dissent occurred,no reason given,petition denied or appeal dismissed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,mootness (cf. standing to sue: live dispute),Judicial Power,liberal,dissent in opposite direction,Supreme Court supervision of lower federal or state courts or original jurisdiction,,,,,"FMurphy 	Murphy, Francis ( 02/05/1940 - 07/19/1949 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,5,4
